Date,incomesize2,Numberofreturns,AGIlessdeficit,1040DTaxableNetGainNumReturns,1040DTaxableNetGainTotal,1040DTaxableNetLossNumReturns,1040DTaxableNetLossTotal,AlimonyNumReturns,AlimonyTotal,AnnutitesTaxableNumReturns,AnnutitesTaxableTotal,AnnutitiesTotalNumReturns,AnnutitiesTotalTotal,BusinessProfNetIncomeNumReturns,BusinessProfNetIncomeTotal,BusinessProfNetLossNumReturns,BusinessProfNetLossTotal,CapitalGainDistributionsNumReturns,CapitalGainDistributionsTotal,EstateAndTrustNetIncomeNumReturns,EstateAndTrustNetIncomeTotal,EstateAndTrustNetLossNumReturns,EstateAndTrustNetLossTotal,FarmNetIncomeNumReturns,FarmNetIncomeTotal,FarmNetLossNumReturns,FarmNetLossTotal,FarmRentalNetIncomeNumReturns,FarmRentalNetIncomeTotal,FarmRentalNetLossNumReturns,FarmRentalNetLossTotal,NetGainOtherThanCapitalAssetsNumReturns,NetGainOtherThanCapitalAssetsTotal,NetLossOtherThanCapitalAssetsNumReturns,NetLossOtherThanCapitalAssetsTotal,OrdinaryDividendsNumReturns,OrdinaryDividendsTotal,PartnershipAndScorpNetIncomeNumReturns,PartnershipAndScorpNetIncomeTotal,PartnershipAndSCorpNetLossNumReturns,PartnershipAndSCorpNetLossTotal,QualifiedDividendsNumReturns,QualifiedDividendsTotal,RentNetIncomeNumReturns,RentNetIncomeTotal,RentNetLossNumReturns,RentNetLossTotal,RoyaltyNetIncomeNumReturns,RoyaltyNetIncomeTotal,RoyaltyNetLossNumReturns,RoyaltyNetLossTotal,SalariesAndWagesNumReturns,SalariesAndWagesTotal,StateIncomeTaxNumReturns,StateIncomeTaxTotal,TaxableInterestNumReturns,TaxableInterestTotal,TaxableIRADistibutionsNumReturns,TaxableIRADistibutionsTotal,TaxExemptInterestNumReturns,TaxExemptInterestTotal,TotalRentAndRoyaltyNetIncomeNumReturns,TotalRentAndRoyaltyNetIncomeTotal,TotalRentAndRoyaltyNetLossNumReturns,TotalRentAndRoyaltyNetLossTotal,UnemploymentCompensationNumReturns,UnemploymentCompensationTotal
1/1/2011,200k to 1mil,4399166,1484520000000,1188856,73136764000,1503601,3779434000,7970,863321000,978060,48092427000,1229679,120336000000,789116,74503447000,267956,4316864000,143249,232646000,94992,5497519000,12473,308508000,32609,3236739000,78993,2898098000,28943,1155207000,7532,62851000,158535,2659894000,214394,3137312000,2999284,44772582000,1199273,192426000000,374335,13571618000,2847130,33867103000,464986,18070346000,595788,10125664000,253452,7739570000,10008,42273000,3935824,981262000000,1521205,4161656000,3867157,23346206000,724064,38819561000,1112989,20795122000,633663,26390268000,191716,4098537000,155340,1335778000
1/1/2011,50k to 200k,45631445,4174830000000,4262050,45247121000,5609981,12697667000,148053,4492560000,12089459,359442000000,13331092,541272000000,5344254,123769000000,2379817,16110945000,954422,942407000,288285,4982469000,18079,115014000,271524,7568593000,580010,8808393000,225936,2991225000,50404,246499000,390818,3286382000,429342,4961603000,14053442,58814808000,2601111,85775266000,1296923,16578640000,12774458,39991206000,2170998,26449954000,2965587,27542042000,803365,5756704000,19029,63215000,40302904,3213260000000,15793003,15753733000,25913114,36112258000,6229568,121228000000,3002775,23207843000,2891007,34331872000,2623987,22013909000,3847367,28381319000
1/1/2011,"All returns, total",145370240,8374140000000,8431955,402567000000,11839934,27307089000,436725,8777349000,26757165,581180000000,28981205,910732000000,17361263,337211000000,5556611,54240803000,1882192,1777581000,548588,22202198000,54354,2595145000,592649,14562052000,1274559,24164276000,428131,5350506000,115609,579308000,899887,16265374000,1076312,30715812000,27762355,194610000000,5273954,547947000000,2807921,122563000000,25154875,142015000000,4544156,65766295000,5720016,62611616000,1677986,22224883000,53825,225972000,119559706,6055390000000,22115674,27532751000,52067484,120112000000,13008887,217319000000,5988308,72995406000,6029377,91182445000,4942060,50157439000,13170985,92383693000
1/1/2012,0 to 50k,92940570,1742020000000,2961319,25814393000,4031297,9250634000,271156,3132435000,13503173,171060000000,14196899,235375000000,11171419,121216000000,2790034,29282258000,985049,584956000,142681,1508141000,18195,1060328000,262824,3032419000,562388,10497966000,165796,999407000,49310,230224000,262206,3337458000,403185,18751182000,10001492,27584687000,1309984,22073815000,1017725,55751695000,8944879,17743871000,1824789,13987681000,1951675,19193906000,629850,2016830000,17348,79345000,74069574,1547020000000,4507603,2765899000,19001621,20802847000,5869570,45032083000,1553585,9743455000,2436359,16285477000,1948884,19823270000,7774980,46777437000
1/1/2012,1mil and up,392850,1378840000000,230600,454884000000,124895,348031000,0,0,71732,6382758000,98880,21654354000,69705,26005603000,26604,3461046000,4641,21958000,23769,14393292000,5646,1251823000,4640,1396010000,11010,1404239000,4003,328824000,1126,26470000,67229,9985727000,62945,2953183000,349563,113265000000,223234,323393000000,68940,29973340000,339658,97683550000,67678,8864256000,64988,2574876000,81414,8648543000,4318,78519000,321235,387804000000,155496,4805966000,384374,38824538000,75912,19214338000,224496,20007362000,124471,17639443000,39082,1893403000,3778,30807000
1/1/2012,200k to 1mil,4859141,1664250000000,1564689,109182000000,1372315,3392783000,9576,1288376000,1113939,57415029000,1412146,144673000000,880338,81331542000,306145,4284085000,196794,315627000,115901,6893154000,10830,296885000,46036,5376063000,92773,3397981000,36116,1493492000,5783,62834000,190656,3453328000,224847,3083711000,3300877,56510735000,1344618,214089000000,394301,13033328000,3144896,44504478000,549114,20117688000,664561,10075287000,290176,7617492000,11767,42049000,4309370,1065680000000,1613038,4174905000,4136697,21952556000,833319,42775279000,1183945,20423525000,730507,28548784000,220797,4565738000,157053,1176982000
1/1/2012,50k to 200k,46735910,4315020000000,5005059,54975899000,4951258,11194997000,159669,4515676000,12600864,377686000000,13808952,573573000000,5450377,127898000000,2340102,15231977000,1293056,1293990000,303695,5111474000,25379,115219000,275572,8381124000,580445,8417118000,237938,3613922000,47890,306572000,387744,3623556000,440294,4969950000,14323044,63032761000,2720463,88691925000,1227129,14482600000,13061388,44469624000,2334275,29471814000,2963280,26209909000,891886,6253237000,30185,122904000,41150867,3300850000000,15729131,15715247000,24449817,30209672000,6416845,123762000000,2992794,20891710000,3138548,38396355000,2630846,21517967000,3406549,23248905000
1/1/2012,"All returns, total",144928472,9100130000000,9761666,644857000000,10479764,24186446000,440401,8936487000,27289708,612544000000,29516878,975274000000,17571840,356451000000,5462886,52259366000,2479539,2216531000,586046,27906059000,60049,2724256000,589072,18185618000,1246616,23717305000,443853,6435646000,104110,626099000,907834,20400068000,1131272,29758025000,27974976,260393000000,5598302,648248000000,2708096,113241000000,25490820,204402000000,4775857,72441439000,5644506,58053980000,1893327,24536102000,63618,322818000,119851043,6301360000000,22005269,27462015000,47972509,111790000000,13195644,230783000000,5954819,71066052000,6429886,100870000000,4839610,47800377000,11342361,71234134000
1/1/2013,0 to 50k,93564192,1757180000000,3305678,28839869000,3440466,7832393000,261097,3040168000,13408551,169643000000,14058398,231960000000,11420476,120983000000,2792281,31293513000,1349098,1562772000,142748,1529559000,14797,1185525000,260858,3063404000,546244,11407586000,140897,1043594000,47337,218311000,282538,3483222000,378881,14609588000,9477182,24221056000,1270098,21950521000,952374,58451891000,8509526,15204914000,1817987,13460024000,1778608,16959205000,674515,2403582000,24380,121629000,75021369,1580060000000,4039058,2678639000,16927761,17658815000,5833458,45232932000,1489323,9090810000,2460543,16150319000,1760392,16984962000,6068358,32391276000
1/1/2013,1mil and up,345883,1089880000000,212248,290389000000,99420,277442000,444,192692000,58243,3867030000,81768,17246318000,61875,22180943000,23214,3104158000,5233,59686000,22370,14369925000,5800,2714596000,0,0,9353,1443725000,2859,244952000,860,21978000,60372,14469779000,55417,2547408000,305924,70205401000,201470,301348000000,58934,27038778000,298052,54429351000,58984,8104410000,57512,2292755000,83429,10016918000,5078,135975000,286357,346433000000,143886,5043795000,336853,35201814000,46805,3486680000,196468,17476516000,117237,18170638000,35913,1941011000,0,0
1/1/2013,200k to 1mil,5212361,1764190000000,1910626,112680000000,1217117,2999107000,11064,1392725000,1182276,60223966000,1513187,166584000000,942532,82913592000,312159,4668424000,274257,1134928000,121779,7375325000,13407,272431000,49624,6038721000,90947,3270260000,37393,1369117000,7571,75572000,211112,4400991000,246761,3358657000,3499471,55886174000,1435589,229364000000,418070,13694632000,3345777,42509584000,602733,20311245000,710910,10241839000,383457,9103217000,15651,64581000,4626685,1145220000000,1766089,4792511000,4261974,20995486000,820392,37658188000,1245541,20615773000,844654,29944819000,244584,5579802000,141892,924606000
1/1/2013,50k to 200k,48228862,4482380000000,6102101,72413882000,4251577,9800169000,164064,4604394000,13106822,404925000000,14360370,632425000000,5544282,131286000000,2433093,16224851000,1825555,3449737000,303638,5434476000,24655,113632000,278518,8240384000,577377,9019207000,233365,3443461000,44630,219325000,428383,3937728000,475368,4746799000,14405796,64660052000,2863637,95300250000,1259566,17163760000,13340147,45925267000,2428143,30876719000,3019374,25450092000,1087887,6350523000,41293,135607000,42254689,3403660000000,15360074,15335954000,23394175,26792596000,6630524,127225000000,3055933,20916885000,3370038,39775493000,2710987,22030634000,3076933,18607397000
1/1/2013,"All returns, total",147351299,9093630000000,11530655,504323000000,9008579,20909110000,436667,9229979000,27755892,638659000000,30013724,1048220000000,17969165,357363000000,5560747,55290946000,3454143,6207123000,590535,28709285000,58658,4286184000,588999,17342510000,1223920,25140780000,414515,6101124000,100398,535189000,982405,26291718000,1156425,25262452000,27688374,214973000000,5770794,647963000000,2688946,116349000000,25493503,158069000000,4907846,72752401000,5566404,54943891000,2229288,27874239000,86400,457793000,122189100,6475380000000,21309106,27850899000,44920763,100649000000,13331179,213602000000,5987263,68099984000,6792471,104041000000,4751878,46536408000,9287183,51923279000
1/1/2014,0 to 50k,92661097,1759270000000,3342677,32506328000,2817776,6463394000,269943,3174927000,13082367,164187000000,13798560,228536000000,11373506,124152000000,2917482,32018502000,1519107,2582630000,117886,1595525000,18725,1248680000,261687,3095565000,483386,10317399000,139401,937292000,39859,249972000,288603,3689867000,368525,12946131000,8920147,23539289000,1271546,22313681000,933023,53294185000,8052837,15077131000,1734217,13560066000,1705240,16120956000,654559,2337064000,20217,115398000,74443573,1594520000000,3569996,2389557000,15550433,14613637000,5584669,44545280000,1255022,6855544000,2350275,16229070000,1704333,16602177000,4752339,20180419000
1/1/2014,1mil and up,410298,1364030000000,277492,432228000000,91103,252530000,490,198684000,69983,4364079000,100336,21055884000,74055,25594998000,27992,3895905000,0,0,26153,16905994000,6058,1360832000,0,0,10388,1530385000,3263,165348000,1173,31167000,81495,17355486000,61815,2788459000,364250,90197508000,238122,341202000000,72867,32466596000,355871,71913767000,69812,8863691000,66260,2676406000,103675,13361544000,4924,108188000,338164,408251000000,191878,6907374000,397659,35381472000,58052,4626273000,229780,17711940000,141093,22169028000,41356,2243738000,0,0
1/1/2014,200k to 1mil,5813515,1982400000000,2374447,151602000000,1074108,2647788000,11180,1580468000,1368346,73110508000,1751785,193587000000,1040862,88676275000,339434,4999219000,370839,2373963000,129225,8127430000,10286,258051000,52912,5342725000,95932,3722173000,35045,1416475000,7447,62506000,263061,5464094000,272814,3223950000,3889720,69101596000,1563686,241642000000,463921,15912213000,3755152,53643918000,664230,21922221000,774240,10673805000,441814,12027717000,14858,96360000,5123585,1265670000000,2048345,5764663000,4660224,19540091000,971057,47529163000,1356223,19567756000,935137,34595737000,277006,6431630000,136008,774714000
1/1/2014,50k to 200k,49721668,4665340000000,6600332,88670829000,3611951,8256138000,153898,5098266000,13622865,421562000000,15012515,667418000000,5808959,136236000000,2491160,16486611000,2187712,6304247000,306063,6174800000,19268,144004000,276408,7857473000,603773,9002022000,222253,3063401000,46235,220415000,453467,4963576000,499076,3541925000,14477565,71863839000,2862877,95955315000,1272861,15648627000,13538562,51812892000,2508781,30831555000,2998834,25289490000,1138356,6466536000,32941,104194000,43234565,3516510000000,14981689,15026871000,22726014,24359081000,7039926,138304000000,2958592,18338418000,3484631,39420838000,2637058,21336941000,2563029,12333765000
1/1/2014,"All returns, total",148606578,9771040000000,12594948,705008000000,7594938,17619852000,435510,10052345000,28143561,663223000000,30663195,1110600000000,18297383,374659000000,5776066,57400238000,4077657,11260842000,579325,32803750000,54338,3011568000,591006,16295763000,1193477,24571978000,399961,5582515000,94714,564058000,1086624,31473022000,1202230,22500466000,27651681,254702000000,5936230,701113000000,2742672,117322000000,25702423,192448000000,4977042,75177533000,5544575,54760657000,2338402,34192861000,72938,424140000,123139886,6784950000000,20791909,30088465000,43334329,93894280000,13653703,235005000000,5799616,62473659000,6911135,112415000000,4659753,46614484000,7451378,33288898000
1/1/2015,0 to 50k,92406915,1764660000000,3036648,32664800000,2901601,6424359000,247624,3066442000,12844648,164568000000,13554284,232627000000,11426570,126543000000,3035494,33719592000,1598540,2397524000,143828,1594637000,12641,1117451000,232078,2559871000,540119,12191474000,143863,965551000,42066,424036000,264678,3716206000,349003,11102495000,8693122,23730377000,1266735,22208267000,913518,58395199000,7924451,15719414000,1710710,13752117000,1619940,15215794000,617751,1922334000,22100,114349000,73993750,1609550000000,3347706,2418096000,14817685,14276558000,5719515,46827804000,1280373,7465651000,2299362,16236129000,1624381,16650541000,3765491,15117297000
1/1/2015,1mil and up,439335,1455480000000,276104,451993000000,116295,324347000,597,258231000,75870,4868782000,109018,23412829000,81714,29569502000,29500,3726225000,9488,226692000,27188,16651956000,6649,3291551000,3654,948995000,10520,1652418000,2955,150917000,1413,24871000,81205,19502476000,61980,2964393000,386229,95450032000,254937,372969000000,73948,36541075000,377603,78066072000,74992,9774855000,70984,2897685000,91256,8026380000,7263,153632000,365677,445445000000,216445,7943126000,425257,36357328000,63732,4849846000,238860,16700041000,136602,17713371000,47917,2541381000,2560,19093000
1/1/2015,200k to 1mil,6312511,2144190000000,2283886,145325000000,1310633,3169470000,12028,1874708000,1479397,79839768000,1880401,209958000000,1138091,95336871000,362745,5047273000,409568,2386901000,125831,8254956000,13919,385450000,46589,3414718000,90770,3435910000,33209,1001295000,8516,73870000,255225,5248881000,262924,3366904000,4100428,70137857000,1662695,262102000000,462970,16188633000,3962785,56281504000,715320,23358026000,805291,10766555000,371336,7568774000,22453,59322000,5580674,1393360000000,2215209,6319249000,4918745,20204686000,1074566,53433442000,1354099,19848736000,936570,31075878000,300993,6577164000,132719,737140000
1/1/2015,50k to 200k,51334501,4845970000000,6078133,83615590000,3951253,8728142000,154171,4877705000,13799244,440716000000,15211149,703069000000,6144827,140526000000,2507988,17668346000,2305654,6552084000,333406,5951453000,24593,238748000,238481,6610284000,637415,10217849000,214248,3087568000,49046,188176000,462467,4569000000,479209,3659718000,14427264,70934452000,2860042,98343692000,1249380,15493279000,13491137,53120798000,2486588,29648976000,2918510,23881934000,1037787,6260139000,50728,134420000,44651326,3663880000000,14477151,14430261000,22475008,25042652000,7301207,148102000000,2953707,17857027000,3395700,38033505000,2558374,20476472000,2306070,11351853000
1/1/2015,"All returns, total",150493263,10210300000000,11674771,713598000000,8279783,18646316000,414420,10077086000,28199160,689992000000,30754854,1169070000000,18791200,391976000000,5935725,60161435000,4323250,11563203000,630256,32453002000,57802,5033199000,520802,13533867000,1278825,27497651000,394273,5205330000,101041,710953000,1063576,33036562000,1153117,21093508000,27607044,260253000000,6044409,755623000000,2699817,126618000000,25755976,203188000000,4987608,76533974000,5414724,52761966000,2118130,23777626000,102546,461722000,124591428,7112220000000,20256512,31110732000,42636696,95881223000,14159018,253213000000,5827038,61871455000,6768234,103059000000,4531666,46245560000,6206841,27225383000
1/1/2016,0 to 50k,91314323,1758170000000,2802816,26468815000,3132175,6932108000,231281,2925521000,12616001,162881000000,13325553,222095000000,11467659,127026000000,3107134,34204029000,1420912,1547273000,141300,1338852000,13474,1088219000,208728,2321316000,549971,14071809000,135294,936659000,37657,389655000,238600,3150076000,361422,11165614000,8616320,23626168000,1236685,21157244000,906653,57941521000,7880438,16283726000,1702767,13491407000,1500012,15816237000,598461,1919882000,21224,83281000,73200611,1609850000000,3405763,2364054000,14572420,14545611000,5791269,47471108000,1340100,6914240000,2278602,15855005000,1506131,16439667000,3238593,13385683000
1/1/2016,1mil and up,424442,1359840000000,250302,399530000000,127023,351589000,0,0,69976,4802823000,100635,20655964000,79539,28264915000,28232,3176113000,7762,74365000,25791,15583337000,5871,2248308000,0,0,9936,1459677000,2820,121356000,0,0,70027,15213625000,60878,2913628000,371246,89139624000,251234,366432000000,68657,34608894000,361480,73740982000,74181,9877513000,66277,2810248000,77885,5854966000,7182,161174000,354874,419939000000,221329,8744886000,411673,36253050000,63598,4345038000,229907,15673779000,126589,15652077000,43796,2362500000,2490,15830000
1/1/2016,200k to 1mil,6475930,2187970000000,2235121,132620000000,1440586,3441538000,11949,1893297000,1455261,81788473000,1821366,200831000000,1167446,94098929000,380759,5528104000,377722,1275757000,120850,7625735000,10227,327622000,41921,3216000000,92452,3562231000,33891,924289000,7459,145397000,236216,4725317000,251502,3557058000,4178890,70014529000,1655900,267504000000,460876,16245221000,4021800,57407496000,709891,23746319000,834482,11324346000,338513,5549624000,23388,113591000,5780756,1450440000000,2411018,7261970000,5004062,20627101000,1108021,53317398000,1396220,18441346000,908472,29359974000,311033,7540550000,138662,864177000
1/1/2016,50k to 200k,52057461,4919960000000,5781764,75722113000,4354611,9400588000,172284,5649612000,13719756,444154000000,15088214,664446000000,6246299,139689000000,2586864,18088365000,2111983,3862135000,315048,5879908000,19291,192566000,230637,5969032000,617354,10078659000,227944,3011425000,41501,312019000,432696,4522400000,431075,3682533000,14303114,71285005000,2894080,99217997000,1236752,16850684000,13366657,54601762000,2558321,30822886000,2750089,23675480000,929731,4455678000,47830,100368000,45135868,3737190000000,14781844,15097468000,22594885,25214472000,7423681,152374000000,3102849,19623169000,3363758,37326338000,2447354,20600587000,2187314,11154575000
1/1/2016,"All returns, total",150272157,10225900000000,11070006,634341000000,9054395,20125823000,415515,10468433000,27860995,693627000000,30335768,1108030000000,18960943,389079000000,6102989,60996610000,3918379,6759530000,602988,30427832000,48863,3856714000,481285,11506347000,1269711,29172377000,399948,4993729000,86617,847071000,977540,27611417000,1104878,21318833000,27469569,254065000000,6037898,754312000000,2672940,125646000000,25630375,202034000000,5045158,77938125000,5150862,53626311000,1944592,17780149000,99625,458413000,124472109,7217430000000,20819955,33468377000,42583038,96640233000,14386567,257508000000,6069076,60652535000,6677419,98193394000,4308313,46943304000,5567058,25420264000
1/1/2017,0 to 50k,90764877,1735180000000,3301038,35128433000,2517494,5521605000,226037,2721125000,12204704,156831000000,12898802,210548000000,11580336,130780000000,3282025,39869542000,1484829,2328488000,126337,1527193000,17998,1799849000,204717,2442859000,521073,13230926000,120438,932251000,39116,279038000,234609,3636534000,329739,10726484000,8317493,23082189000,1275057,22734322000,929124,70759756000,7569368,15419712000,1602218,13142440000,1423857,15888380000,561146,2116477000,19076,56014000,72544719,1616450000000,2844697,2307255000,14454536,14639733000,5717343,49232643000,1229378,6317219000,2118752,15712672000,1424269,16357219000,2959079,12538630000
1/1/2017,1mil and up,494857,1658920000000,339335,537059000000,103997,287354000,469,237578000,84287,5969792000,116509,26072029000,93992,32851237000,34136,4465296000,9149,140362000,29045,18807792000,7412,1707260000,3555,575381000,12603,1877804000,2775,135895000,1230,32265000,83325,20509288000,68221,3765824000,434376,101370000000,280898,424516000000,87139,45103055000,421843,80602224000,83709,11190966000,80451,3831751000,95383,7986048000,6535,157757000,410416,489053000000,245149,9625759000,479637,43506268000,79950,5510048000,265652,17771659000,148322,19087494000,52095,3087804000,2509,19455000
1/1/2017,200k to 1mil,7225249,2450760000000,2941832,189397000000,1245466,2948678000,16459,2102678000,1676401,95220010000,2079560,236652000000,1291975,102815000000,439493,6166295000,415357,2424020000,142378,9152121000,12943,286938000,42579,2135077000,99851,3974937000,35885,831043000,5404,116073000,261621,5767833000,266101,3344108000,4679688,82542742000,1772127,282312000000,518918,18565163000,4493113,65478288000,814484,26037946000,892839,12983398000,382909,6217808000,18489,70045000,6382611,1586130000000,2605354,7566708000,5673459,22992657000,1358541,65245427000,1579069,19498607000,1037259,32046499000,340368,8508864000,150941,953807000
1/1/2017,50k to 200k,54418249,5165040000000,7116299,98310224000,3604265,8021464000,171079,5320279000,14299520,471167000000,15515908,698520000000,6469736,149564000000,2707143,19136821000,2320489,6478323000,307035,5618128000,19461,183650000,230263,6068856000,674622,11304750000,214613,2611228000,43486,232935000,416166,4693666000,450266,4034010000,14739772,75341229000,2912326,103868000000,1337564,18722433000,13731718,55346741000,2560906,31296786000,2681711,24061688000,898647,4978829000,42571,140678000,46926734,3885940000000,14295303,14792665000,23585376,24916710000,7961358,166509000000,3089288,16471287000,3332402,37924081000,2385187,21287403000,2091725,10434146000
1/1/2017,"All returns, total",152903231,11009900000000,13698506,859895000000,7471221,16779101000,414044,10381660000,28264910,729187000000,30610779,1171790000000,19436036,416010000000,6462796,69637956000,4229823,11371193000,604796,35105233000,57812,3977699000,481113,11222173000,1308149,30388415000,373713,4510415000,89234,660311000,995719,34607320000,1114327,21870425000,28171331,282336000000,6240408,833430000000,2872745,153150000000,26216041,216847000000,5061318,81668137000,5078860,56765217000,1938087,21299165000,86673,424496000,126264481,7577560000000,19990503,34292386000,44193009,106055000000,15117193,286497000000,6163387,60058772000,6636734,104771000000,4201919,49241288000,5204253,23946035000
1/1/2018,0 to 50k,88928367,1759760000000,3016246,33004922000,2526107,5396412000,216767,2820478000,0,0,14304757,202428000000,11427058,131289000000,3489418,44037356000,1384052,2625303000,128236,1389308000,13040,1321742000,185612,2176857000,516453,14582422000,104237,786341000,36933,213842000,260350,4040546000,303913,10003172000,8104434,22998874000,1187163,20821212000,877552,66638390000,7340229,15068305000,1554164,13175788000,1360114,19854161000,513448,1803930000,17575,101739000,70995090,1620630000000,2520502,2047292000,14696873,15616797000,14973558,269671000000,1188168,5380340000,2036582,15350962000,1348496,15844821000,2434004,10815405000
1/1/2018,1mil and up,539207,1780070000000,361573,577125000000,119836,330959000,0,0,0,0,150515,14593593000,106323,34252463000,37611,5820761000,9663,250471000,32318,18195920000,6663,2521219000,3903,585643000,12889,2169731000,0,0,1305,39607000,86326,23018872000,69466,3500560000,475729,123706000000,300701,431508000000,93872,58531025000,460927,97605049000,91929,11658498000,85400,4415385000,99749,12047856000,5950,137612000,442669,518010000000,259053,11028799000,524698,53690495000,196887,40429711000,284997,19967802000,159157,23558031000,52152,3339205000,3273,23851000
1/1/2018,200k to 1mil,8014100,2718080000000,3157602,213184000000,1363866,3229621000,15521,2409975000,0,0,2665590,197261000000,1409099,110211000000,491466,7474394000,473541,3834917000,171235,9912162000,11874,405736000,46619,2920924000,108649,4747782000,48784,1476720000,9473,97304000,297654,7318784000,262068,3310727000,5147156,96293452000,1894302,295832000000,555913,23524339000,4918203,75042491000,876574,27487374000,932993,14353744000,399323,9330057000,18378,120067000,6989070,1735340000000,2681335,8231284000,6397453,29092454000,3151886,364177000000,1684732,20021962000,1108336,37085037000,360096,9074142000,158877,968101000
1/1/2018,50k to 200k,56292622,5385520000000,6895095,105615000000,3800216,8148839000,184123,6041204000,0,0,17580988,672946000000,6695722,154311000000,2899436,23984624000,2318536,8323876000,279723,5473326000,15427,167685000,213197,5130878000,680243,12709564000,199837,2750491000,50233,307956000,440301,5421424000,423295,3246564000,14974735,78071876000,2853723,104201000000,1271636,20352842000,13906740,56030274000,2485802,31100185000,2628557,25301018000,863147,5177261000,51226,148987000,48403219,4033560000000,13181690,13923265000,24939507,30182994000,18844039,951365000000,3128566,14853926000,3244704,38071320000,2297690,21030480000,1921588,10190854000
1/1/2018,"All returns, total",153774296,11643400000000,13430518,928929000000,7810026,17105832000,416409,11271656000,0,0,34701850,1087230000000,19638201,430063000000,6917930,81317136000,4185790,15034569000,611512,34970717000,47005,4416383000,449332,10814303000,1318235,34209498000,352860,5013551000,97945,658708000,1084631,39799626000,1058741,20061024000,28702055,321070000000,6235889,852363000000,2798970,169047000000,26626098,243746000000,5008468,83421845000,5007062,63924309000,1875666,28359106000,93130,508404000,126830048,7907550000000,18642580,35230639000,46558530,128583000000,37166371,1625640000000,6286465,60224030000,6548780,114065000000,4058433,49288649000,4517744,21998211000
