Date,incomesize2,Numberofreturns,AGIlessdeficit,1040DTaxableNetGainNumReturns,1040DTaxableNetGainTotal,1040DTaxableNetLossNumReturns,1040DTaxableNetLossTotal,AlimonyNumReturns,AlimonyTotal,AnnutitesTaxableNumReturns,AnnutitesTaxableTotal,AnnutitiesTotalNumReturns,AnnutitiesTotalTotal,BusinessProfNetIncomeNumReturns,BusinessProfNetIncomeTotal,BusinessProfNetLossNumReturns,BusinessProfNetLossTotal,CapitalGainDistributionsNumReturns,CapitalGainDistributionsTotal,EstateAndTrustNetIncomeNumReturns,EstateAndTrustNetIncomeTotal,EstateAndTrustNetLossNumReturns,EstateAndTrustNetLossTotal,FarmNetIncomeNumReturns,FarmNetIncomeTotal,FarmNetLossNumReturns,FarmNetLossTotal,FarmRentalNetIncomeNumReturns,FarmRentalNetIncomeTotal,FarmRentalNetLossNumReturns,FarmRentalNetLossTotal,NetGainOtherThanCapitalAssetsNumReturns,NetGainOtherThanCapitalAssetsTotal,NetLossOtherThanCapitalAssetsNumReturns,NetLossOtherThanCapitalAssetsTotal,OrdinaryDividendsNumReturns,OrdinaryDividendsTotal,PartnershipAndScorpNetIncomeNumReturns,PartnershipAndScorpNetIncomeTotal,PartnershipAndSCorpNetLossNumReturns,PartnershipAndSCorpNetLossTotal,QualifiedDividendsNumReturns,QualifiedDividendsTotal,RentNetIncomeNumReturns,RentNetIncomeTotal,RentNetLossNumReturns,RentNetLossTotal,RoyaltyNetIncomeNumReturns,RoyaltyNetIncomeTotal,RoyaltyNetLossNumReturns,RoyaltyNetLossTotal,SalariesAndWagesNumReturns,SalariesAndWagesTotal,StateIncomeTaxNumReturns,StateIncomeTaxTotal,TaxableInterestNumReturns,TaxableInterestTotal,TaxableIRADistibutionsNumReturns,TaxableIRADistibutionsTotal,TaxExemptInterestNumReturns,TaxExemptInterestTotal,TotalRentAndRoyaltyNetIncomeNumReturns,TotalRentAndRoyaltyNetIncomeTotal,TotalRentAndRoyaltyNetLossNumReturns,TotalRentAndRoyaltyNetLossTotal,UnemploymentCompensationNumReturns,UnemploymentCompensationTotal
2013,200k to 1mil,5212361,1.76E+12,1910626,1.13E+11,1217117,2999107000,11064,1392725000,1182276,60223966000,1513187,1.67E+11,942532,82913592000,312159,4668424000,274257,1134928000,121779,7375325000,13407,272431000,49624,6038721000,90947,3270260000,37393,1369117000,7571,75572000,211112,4400991000,246761,3358657000,3499471,55886174000,1435589,2.29E+11,418070,13694632000,3345777,42509584000,602733,20311245000,710910,10241839000,383457,9103217000,15651,64581000,4626685,1.15E+12,1766089,4792511000,4261974,20995486000,820392,37658188000,1245541,20615773000,844654,29944819000,244584,5579802000,141892,924606000
2013,1mil and up,345883,1.09E+12,212248,2.90E+11,99420,277442000,444,192692000,58243,3867030000,81768,17246318000,61875,22180943000,23214,3104158000,5233,59686000,22370,14369925000,5800,2714596000,0,0,9353,1443725000,2859,244952000,860,21978000,60372,14469779000,55417,2547408000,305924,70205401000,201470,3.01E+11,58934,27038778000,298052,54429351000,58984,8104410000,57512,2292755000,83429,10016918000,5078,135975000,286357,3.46E+11,143886,5043795000,336853,35201814000,46805,3486680000,196468,17476516000,117237,18170638000,35913,1941011000,0,0
2014,0 to 50k,92661097,1.76E+12,3342677,32506328000,2817776,6463394000,269943,3174927000,13082367,1.64E+11,13798560,2.29E+11,11373506,1.24E+11,2917482,32018502000,1519107,2582630000,117886,1595525000,18725,1248680000,261687,3095565000,483386,10317399000,139401,937292000,39859,249972000,288603,3689867000,368525,12946131000,8920147,23539289000,1271546,22313681000,933023,53294185000,8052837,15077131000,1734217,13560066000,1705240,16120956000,654559,2337064000,20217,115398000,74443573,1.59E+12,3569996,2389557000,15550433,14613637000,5584669,44545280000,1255022,6855544000,2350275,16229070000,1704333,16602177000,4752339,20180419000
2014,50k to 200k,49721668,4.67E+12,6600332,88670829000,3611951,8256138000,153898,5098266000,13622865,4.22E+11,15012515,6.67E+11,5808959,1.36E+11,2491160,16486611000,2187712,6304247000,306063,6174800000,19268,144004000,276408,7857473000,603773,9002022000,222253,3063401000,46235,220415000,453467,4963576000,499076,3541925000,14477565,71863839000,2862877,95955315000,1272861,15648627000,13538562,51812892000,2508781,30831555000,2998834,25289490000,1138356,6466536000,32941,104194000,43234565,3.52E+12,14981689,15026871000,22726014,24359081000,7039926,1.38E+11,2958592,18338418000,3484631,39420838000,2637058,21336941000,2563029,12333765000
2014,200k to 1mil,5813515,1.98E+12,2374447,1.52E+11,1074108,2647788000,11180,1580468000,1368346,73110508000,1751785,1.94E+11,1040862,88676275000,339434,4999219000,370839,2373963000,129225,8127430000,10286,258051000,52912,5342725000,95932,3722173000,35045,1416475000,7447,62506000,263061,5464094000,272814,3223950000,3889720,69101596000,1563686,2.42E+11,463921,15912213000,3755152,53643918000,664230,21922221000,774240,10673805000,441814,12027717000,14858,96360000,5123585,1.27E+12,2048345,5764663000,4660224,19540091000,971057,47529163000,1356223,19567756000,935137,34595737000,277006,6431630000,136008,774714000
2014,1mil and up,410298,1.36E+12,277492,4.32E+11,91103,252530000,490,198684000,69983,4364079000,100336,21055884000,74055,25594998000,27992,3895905000,0,0,26153,16905994000,6058,1360832000,0,0,10388,1530385000,3263,165348000,1173,31167000,81495,17355486000,61815,2788459000,364250,90197508000,238122,3.41E+11,72867,32466596000,355871,71913767000,69812,8863691000,66260,2676406000,103675,13361544000,4924,108188000,338164,4.08E+11,191878,6907374000,397659,35381472000,58052,4626273000,229780,17711940000,141093,22169028000,41356,2243738000,0,0
2015,0 to 50k,92406915,1.76E+12,3036648,32664800000,2901601,6424359000,247624,3066442000,12844648,1.65E+11,13554284,2.33E+11,11426570,1.27E+11,3035494,33719592000,1598540,2397524000,143828,1594637000,12641,1117451000,232078,2559871000,540119,12191474000,143863,965551000,42066,424036000,264678,3716206000,349003,11102495000,8693122,23730377000,1266735,22208267000,913518,58395199000,7924451,15719414000,1710710,13752117000,1619940,15215794000,617751,1922334000,22100,114349000,73993750,1.61E+12,3347706,2418096000,14817685,14276558000,5719515,46827804000,1280373,7465651000,2299362,16236129000,1624381,16650541000,3765491,15117297000
2015,50k to 200k,51334501,4.85E+12,6078133,83615590000,3951253,8728142000,154171,4877705000,13799244,4.41E+11,15211149,7.03E+11,6144827,1.41E+11,2507988,17668346000,2305654,6552084000,333406,5951453000,24593,238748000,238481,6610284000,637415,10217849000,214248,3087568000,49046,188176000,462467,4569000000,479209,3659718000,14427264,70934452000,2860042,98343692000,1249380,15493279000,13491137,53120798000,2486588,29648976000,2918510,23881934000,1037787,6260139000,50728,134420000,44651326,3.66E+12,14477151,14430261000,22475008,25042652000,7301207,1.48E+11,2953707,17857027000,3395700,38033505000,2558374,20476472000,2306070,11351853000
2015,200k to 1mil,6312511,2.14E+12,2283886,1.45E+11,1310633,3169470000,12028,1874708000,1479397,79839768000,1880401,2.10E+11,1138091,95336871000,362745,5047273000,409568,2386901000,125831,8254956000,13919,385450000,46589,3414718000,90770,3435910000,33209,1001295000,8516,73870000,255225,5248881000,262924,3366904000,4100428,70137857000,1662695,2.62E+11,462970,16188633000,3962785,56281504000,715320,23358026000,805291,10766555000,371336,7568774000,22453,59322000,5580674,1.39E+12,2215209,6319249000,4918745,20204686000,1074566,53433442000,1354099,19848736000,936570,31075878000,300993,6577164000,132719,737140000
2015,1mil and up,439335,1.46E+12,276104,4.52E+11,116295,324347000,597,258231000,75870,4868782000,109018,23412829000,81714,29569502000,29500,3726225000,9488,226692000,27188,16651956000,6649,3291551000,3654,948995000,10520,1652418000,2955,150917000,1413,24871000,81205,19502476000,61980,2964393000,386229,95450032000,254937,3.73E+11,73948,36541075000,377603,78066072000,74992,9774855000,70984,2897685000,91256,8026380000,7263,153632000,365677,4.45E+11,216445,7943126000,425257,36357328000,63732,4849846000,238860,16700041000,136602,17713371000,47917,2541381000,2560,19093000
2016,0 to 50k,91314323,1.76E+12,2802816,26468815000,3132175,6932108000,231281,2925521000,12616001,1.63E+11,13325553,2.22E+11,11467659,1.27E+11,3107134,34204029000,1420912,1547273000,141300,1338852000,13474,1088219000,208728,2321316000,549971,14071809000,135294,936659000,37657,389655000,238600,3150076000,361422,11165614000,8616320,23626168000,1236685,21157244000,906653,57941521000,7880438,16283726000,1702767,13491407000,1500012,15816237000,598461,1919882000,21224,83281000,73200611,1.61E+12,3405763,2364054000,14572420,14545611000,5791269,47471108000,1340100,6914240000,2278602,15855005000,1506131,16439667000,3238593,13385683000
2016,50k to 200k,52057461,4.92E+12,5781764,75722113000,4354611,9400588000,172284,5649612000,13719756,4.44E+11,15088214,6.64E+11,6246299,1.40E+11,2586864,18088365000,2111983,3862135000,315048,5879908000,19291,192566000,230637,5969032000,617354,10078659000,227944,3011425000,41501,312019000,432696,4522400000,431075,3682533000,14303114,71285005000,2894080,99217997000,1236752,16850684000,13366657,54601762000,2558321,30822886000,2750089,23675480000,929731,4455678000,47830,100368000,45135868,3.74E+12,14781844,15097468000,22594885,25214472000,7423681,1.52E+11,3102849,19623169000,3363758,37326338000,2447354,20600587000,2187314,11154575000
2016,200k to 1mil,6475930,2.19E+12,2235121,1.33E+11,1440586,3441538000,11949,1893297000,1455261,81788473000,1821366,2.01E+11,1167446,94098929000,380759,5528104000,377722,1275757000,120850,7625735000,10227,327622000,41921,3216000000,92452,3562231000,33891,924289000,7459,145397000,236216,4725317000,251502,3557058000,4178890,70014529000,1655900,2.68E+11,460876,16245221000,4021800,57407496000,709891,23746319000,834482,11324346000,338513,5549624000,23388,113591000,5780756,1.45E+12,2411018,7261970000,5004062,20627101000,1108021,53317398000,1396220,18441346000,908472,29359974000,311033,7540550000,138662,864177000
2016,1mil and up,424442,1.36E+12,250302,4.00E+11,127023,351589000,0,0,69976,4802823000,100635,20655964000,79539,28264915000,28232,3176113000,7762,74365000,25791,15583337000,5871,2248308000,0,0,9936,1459677000,2820,121356000,0,0,70027,15213625000,60878,2913628000,371246,89139624000,251234,3.66E+11,68657,34608894000,361480,73740982000,74181,9877513000,66277,2810248000,77885,5854966000,7182,161174000,354874,4.20E+11,221329,8744886000,411673,36253050000,63598,4345038000,229907,15673779000,126589,15652077000,43796,2362500000,2490,15830000
2017,0 to 50k,90764877,1.74E+12,3301038,35128433000,2517494,5521605000,226037,2721125000,12204704,1.57E+11,12898802,2.11E+11,11580336,1.31E+11,3282025,39869542000,1484829,2328488000,126337,1527193000,17998,1799849000,204717,2442859000,521073,13230926000,120438,932251000,39116,279038000,234609,3636534000,329739,10726484000,8317493,23082189000,1275057,22734322000,929124,70759756000,7569368,15419712000,1602218,13142440000,1423857,15888380000,561146,2116477000,19076,56014000,72544719,1.62E+12,2844697,2307255000,14454536,14639733000,5717343,49232643000,1229378,6317219000,2118752,15712672000,1424269,16357219000,2959079,12538630000
2017,50k to 200k,54418249,5.17E+12,7116299,98310224000,3604265,8021464000,171079,5320279000,14299520,4.71E+11,15515908,6.99E+11,6469736,1.50E+11,2707143,19136821000,2320489,6478323000,307035,5618128000,19461,183650000,230263,6068856000,674622,11304750000,214613,2611228000,43486,232935000,416166,4693666000,450266,4034010000,14739772,75341229000,2912326,1.04E+11,1337564,18722433000,13731718,55346741000,2560906,31296786000,2681711,24061688000,898647,4978829000,42571,140678000,46926734,3.89E+12,14295303,14792665000,23585376,24916710000,7961358,1.67E+11,3089288,16471287000,3332402,37924081000,2385187,21287403000,2091725,10434146000
2017,200k to 1mil,7225249,2.45E+12,2941832,1.89E+11,1245466,2948678000,16459,2102678000,1676401,95220010000,2079560,2.37E+11,1291975,1.03E+11,439493,6166295000,415357,2424020000,142378,9152121000,12943,286938000,42579,2135077000,99851,3974937000,35885,831043000,5404,116073000,261621,5767833000,266101,3344108000,4679688,82542742000,1772127,2.82E+11,518918,18565163000,4493113,65478288000,814484,26037946000,892839,12983398000,382909,6217808000,18489,70045000,6382611,1.59E+12,2605354,7566708000,5673459,22992657000,1358541,65245427000,1579069,19498607000,1037259,32046499000,340368,8508864000,150941,953807000
2017,1mil and up,494857,1.66E+12,339335,5.37E+11,103997,287354000,469,237578000,84287,5969792000,116509,26072029000,93992,32851237000,34136,4465296000,9149,140362000,29045,18807792000,7412,1707260000,3555,575381000,12603,1877804000,2775,135895000,1230,32265000,83325,20509288000,68221,3765824000,434376,1.01E+11,280898,4.25E+11,87139,45103055000,421843,80602224000,83709,11190966000,80451,3831751000,95383,7986048000,6535,157757000,410416,4.89E+11,245149,9625759000,479637,43506268000,79950,5510048000,265652,17771659000,148322,19087494000,52095,3087804000,2509,19455000
2018,0 to 50k,88928367,1.76E+12,3016246,33004922000,2526107,5396412000,216767,2820478000,0,0,14304757,2.02E+11,11427058,1.31E+11,3489418,44037356000,1384052,2625303000,128236,1389308000,13040,1321742000,185612,2176857000,516453,14582422000,104237,786341000,36933,213842000,260350,4040546000,303913,10003172000,8104434,22998874000,1187163,20821212000,877552,66638390000,7340229,15068305000,1554164,13175788000,1360114,19854161000,513448,1803930000,17575,101739000,70995090,1.62E+12,2520502,2047292000,14696873,15616797000,14973558,2.70E+11,1188168,5380340000,2036582,15350962000,1348496,15844821000,2434004,10815405000
2018,50k to 200k,56292622,5.39E+12,6895095,1.06E+11,3800216,8148839000,184123,6041204000,0,0,17580988,6.73E+11,6695722,1.54E+11,2899436,23984624000,2318536,8323876000,279723,5473326000,15427,167685000,213197,5130878000,680243,12709564000,199837,2750491000,50233,307956000,440301,5421424000,423295,3246564000,14974735,78071876000,2853723,1.04E+11,1271636,20352842000,13906740,56030274000,2485802,31100185000,2628557,25301018000,863147,5177261000,51226,148987000,48403219,4.03E+12,13181690,13923265000,24939507,30182994000,18844039,9.51E+11,3128566,14853926000,3244704,38071320000,2297690,21030480000,1921588,10190854000
2018,200k to 1mil,8014100,2.72E+12,3157602,2.13E+11,1363866,3229621000,15521,2409975000,0,0,2665590,1.97E+11,1409099,1.10E+11,491466,7474394000,473541,3834917000,171235,9912162000,11874,405736000,46619,2920924000,108649,4747782000,48784,1476720000,9473,97304000,297654,7318784000,262068,3310727000,5147156,96293452000,1894302,2.96E+11,555913,23524339000,4918203,75042491000,876574,27487374000,932993,14353744000,399323,9330057000,18378,120067000,6989070,1.74E+12,2681335,8231284000,6397453,29092454000,3151886,3.64E+11,1684732,20021962000,1108336,37085037000,360096,9074142000,158877,968101000
2018,1mil and up,539207,1.78E+12,361573,5.77E+11,119836,330959000,0,0,0,0,150515,14593593000,106323,34252463000,37611,5820761000,9663,250471000,32318,18195920000,6663,2521219000,3903,585643000,12889,2169731000,0,0,1305,39607000,86326,23018872000,69466,3500560000,475729,1.24E+11,300701,4.32E+11,93872,58531025000,460927,97605049000,91929,11658498000,85400,4415385000,99749,12047856000,5950,137612000,442669,5.18E+11,259053,11028799000,524698,53690495000,196887,40429711000,284997,19967802000,159157,23558031000,52152,3339205000,3273,23851000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
